User_Distance(m),Channel_Gain(dB),Interference_Level(dB),Power_Allocation,Target_SINR,RIS_Element_1(rad),RIS_Element_2(rad),RIS_Element_3(rad),RIS_Element_4(rad),RIS_Element_5(rad),RIS_Element_6(rad),RIS_Element_7(rad),RIS_Element_8(rad)
164.2429423,-82.97823102,-91.52058588,"[0.4622051118516599, 0.05858746594354826, 0.4792074222047916]","[13, 11, 15]",5.748399216,3.073712374,2.829099648,1.252746633,1.933053925,0.265995461,3.980619648,1.561596135
85.6456316,-83.20391181,-90.49649021,"[0.06892190476550465, 0.8017239633042272, 0.1293541319302682]","[7, 12, 9]",1.911063826,4.843170477,2.05599133,1.52176167,1.062221165,4.868578928,0.814968454,2.851018959
159.2324523,-104.2688179,-87.51173663,"[0.6579100195182428, 0.3420899804817571]","[13, 10]",3.185135857,4.3189982,3.979037471,5.09390822,0.281181552,1.862592006,1.760134579,0.917451276
105.1674699,-84.35458124,-88.48852415,"[0.8520338659590734, 0.14796613404092657]","[15, 11]",1.816960556,1.94631287,3.279096783,4.17017823,2.394525148,4.520564786,2.112189116,1.823906136
144.8458746,-101.7782533,-88.79071433,"[0.42287312004035893, 0.4189589582913053, 0.1581679216683357]","[13, 6, 6]",3.400384841,0.149014287,0.501329849,2.626180095,5.924495294,4.533392214,0.553715567,5.317572903
145.0294566,-96.62202864,-91.47625053,"[0.24644003795691957, 0.092983503785829, 0.6605764582572514]","[11, 8, 13]",4.601181442,3.838690234,5.154052678,2.539097058,1.391732148,3.217137835,3.448474455,3.382404351
130.3662026,-86.41229359,-86.58552447,"[0.3744930722645296, 0.6255069277354705]","[6, 10]",3.550463344,5.960888803,5.668976443,5.502292417,5.035450331,5.927733622,0.618860085,1.665818581
63.54346551,-100.9810026,-90.28712833,"[0.48698191466728835, 0.022808803416425223, 0.4902092819162864]","[6, 12, 14]",3.110528244,5.318933089,3.174049776,4.700040883,0.873110835,1.585962761,4.597884808,1.035054304
175.2953743,-84.5508244,-85.20895062,"[0.027612222801234272, 0.5367834632637392, 0.43560431393502647]","[11, 7, 7]",2.207634446,1.664203779,2.198245857,4.450531258,2.311252004,3.48882235,0.627890502,5.058075342
98.11700975,-84.19664555,-88.65857862,"[0.3839434006523878, 0.5830966452370422, 0.032959954110569976]","[12, 8, 8]",2.324078778,4.074860299,4.557757287,1.317338425,5.558576867,3.871851164,2.693759511,1.145645746
77.97777656,-92.31330666,-93.73735258,"[0.7987216755118592, 0.20127832448814073]","[8, 15]",5.920651408,4.744233446,1.307056876,2.121899378,5.087333402,4.371071672,4.811564616,2.772148283
56.11627123,-104.8403532,-88.23822438,"[0.047458443908324516, 0.3814755890762618, 0.5710659670154138]","[12, 7, 6]",4.501753126,2.428411681,1.327404056,3.97522705,6.132476357,1.95156346,2.896357369,4.234875512
138.6339415,-97.82404667,-91.74895985,"[0.451265747437105, 0.548734252562895]","[15, 10]",3.402384316,5.299413134,4.786170581,0.366292135,6.273265627,4.727484042,5.428064624,4.091595897
151.6346543,-89.57682704,-88.13672803,"[0.17507550357607532, 0.2431667910285751, 0.5817577053953495]","[9, 15, 7]",5.380198135,0.706123057,2.184901259,5.506715196,1.267037061,0.491609604,4.951897344,5.249514337
52.48817434,-80.47034555,-94.30358852,"[0.20837719483663145, 0.7916228051633686]","[14, 12]",1.021974028,5.368014126,4.315089323,3.267775874,5.216615813,2.634220723,1.218899975,1.789782152
126.8139587,-89.20466182,-93.25118563,"[0.9723380603513889, 0.02766193964861104]","[8, 12]",3.174039137,3.33844983,5.061613612,4.972215806,3.65283381,4.905819877,1.204948175,0.314564701
83.97436628,-98.50491047,-86.44262741,"[0.4682518860440625, 0.4138758041609268, 0.11787230979501057]","[11, 7, 7]",5.489203198,0.474722885,1.549989117,4.368817808,2.572637266,5.50604306,1.872262268,0.074589871
146.7759186,-89.14985742,-92.72820443,"[0.7493695274788137, 0.25063047252118625]","[7, 12]",1.889075103,3.632152655,2.362090477,3.36070464,5.507828421,5.733312686,1.671164335,2.903714232
76.15496435,-91.50036551,-86.62958875,"[0.0028136738988865026, 0.9971863261011135]","[9, 12]",3.450373608,5.963449444,6.274497667,1.479107367,4.567749246,2.375239216,0.050945304,0.058135313
153.6406607,-85.50386512,-92.20723912,"[0.10292617625480484, 0.6616136152341782, 0.2354602085110169]","[14, 10, 15]",2.893821572,3.06829875,0.141809586,4.316092252,1.847277771,3.517912109,1.890730299,1.050135872
108.0103019,-102.325484,-88.5711809,"[0.07527726013178636, 0.6701154547480669, 0.25460728512014663]","[15, 6, 9]",2.558348052,1.459416593,3.36025364,1.2492765,3.194408963,0.988838372,4.215858436,4.737130181
190.5094983,-85.97430244,-88.05849426,"[0.27838061657159957, 0.7216193834284006]","[10, 11]",0.693627431,2.939289242,0.445300028,3.758491153,1.6613012,3.315162235,3.251303411,5.807889647
70.62814162,-91.46833553,-89.87345247,"[0.32217236576870234, 0.5772219079888525, 0.1006057262424452]","[12, 15, 8]",3.449991636,3.663087482,2.523661018,5.963243018,4.883203087,1.793254327,5.304325266,2.716826457
101.1599527,-80.9251999,-91.94689323,"[0.4619962303078846, 0.5380037696921154]","[6, 7]",5.206669221,5.17035822,1.186706382,4.405399655,1.826163634,1.869201573,1.862009882,4.558879752
67.02102819,-96.45319585,-92.87355624,"[0.6218982698634478, 0.37810173013655224]","[15, 8]",1.444039609,0.005691531,4.493965689,1.075585467,0.656482251,1.492357799,2.38698538,2.990207644
188.7040427,-89.18445267,-94.66810645,"[0.40698591073929885, 0.5930140892607012]","[12, 14]",0.280041825,6.098292103,4.499156856,2.030688203,2.002433924,2.818275956,3.934812269,0.919689101
181.600903,-81.69929736,-91.96053599,"[0.08980913512022647, 0.5352228186212697, 0.3749680462585038]","[15, 15, 14]",1.18708103,5.399986743,1.610097173,2.388835625,5.474362492,4.166680698,2.14703906,4.29581094
88.69124416,-102.4372568,-88.46837209,"[0.8031965143195501, 0.16989341851584935, 0.02691006716460071]","[8, 9, 7]",0.12367329,4.622179153,3.06001203,5.10937412,5.998165269,5.816901012,5.713080761,3.218058742
148.9976069,-81.56928782,-85.61695182,"[0.12731966208108983, 0.011470105702012172, 0.8612102322168979]","[12, 12, 6]",2.26283964,2.92190312,4.334744432,5.554321843,1.300533298,5.769177762,5.121928456,6.150333732
172.58333,-87.80285694,-86.28795518,"[0.47567846084652965, 0.4713123914867026, 0.05300914766676763]","[7, 11, 6]",5.530785009,1.758898117,0.665740625,0.705231454,1.829810076,3.85903015,5.053693655,5.650156316
133.2801217,-103.3040735,-87.33935223,"[0.9449544284323499, 0.05504557156765007]","[15, 11]",3.9191581,0.035382582,1.170662833,0.626598219,2.282835007,3.150081197,0.272672515,2.189551697
129.4475868,-97.47591083,-87.11552657,"[0.8088377216374055, 0.19116227836259445]","[15, 9]",1.125819099,4.065661761,2.917109329,3.112172562,2.687266759,6.006848998,1.349220583,3.246297286
86.27784364,-87.29569778,-88.35015097,"[0.08946801613383826, 0.9105319838661616]","[13, 12]",4.624533515,3.498756635,5.837210379,2.374845219,2.91336101,0.55620211,3.826454267,1.810889206
63.96541517,-103.316235,-92.39713142,"[0.37038043218619643, 0.6296195678138037]","[13, 6]",1.007251402,3.421391019,3.344604026,0.476715581,4.387017079,3.919276263,1.187630614,2.949546229
184.5823637,-90.4457385,-85.92804969,"[0.49777364565010007, 0.5022263543498999]","[10, 13]",4.525922365,3.326542866,2.484931153,2.025312264,3.835217774,5.900593975,4.220697312,0.469642363
185.0627086,-96.35292358,-88.29267688,"[0.30495480881299775, 0.6950451911870023]","[11, 10]",2.894569057,5.597213094,0.593524926,6.213289345,5.96317887,0.491813067,5.864808861,2.281629356
144.9652186,-89.47711206,-89.39559369,"[0.1804333966235224, 0.22184424697415286, 0.5977223564023246]","[9, 10, 8]",5.307464227,2.62878004,2.769974367,3.98506687,4.866185142,0.212303497,3.726909036,1.173278005
100.8544687,-103.8564492,-93.89010531,"[0.3993105999777612, 0.6006894000222388]","[8, 15]",2.173664928,2.186351611,2.947193038,2.099440994,0.674569802,0.91501235,0.21009706,2.954662144
102.3814362,-83.21157985,-90.52944456,"[0.5341279531750667, 0.46587204682493344]","[9, 9]",5.996971733,0.726808866,5.945555159,4.607846294,4.005523112,4.054399711,5.194483013,0.671797321
158.8933518,-80.66277577,-90.39641729,"[0.4107088880168917, 0.5892911119831085]","[11, 7]",3.17146495,4.379952798,3.687101598,5.232505223,0.45409654,4.339802623,3.355395189,2.38233797
184.566539,-80.77805362,-86.3543639,"[0.6664580919037398, 0.33354190809626016]","[8, 12]",2.138010769,3.900806476,5.598289047,3.117565289,5.181888467,2.52682307,0.643363384,0.38645194
183.0629636,-86.25870421,-89.5335178,"[0.1394392918502181, 0.6654020190851145, 0.19515868906466732]","[11, 9, 9]",0.322543368,2.388553786,2.118927281,4.510931358,4.667285145,0.31952491,1.389358436,1.723238027
166.9813319,-101.747844,-91.19599451,"[0.5744511312815866, 0.42554886871841346]","[8, 11]",3.440747573,0.908015932,0.841577502,5.930000482,5.052955891,1.135088226,2.554540877,2.234438921
146.3047469,-86.0434201,-85.23199671,"[0.5481007801396112, 0.4118237320951638, 0.040075487765224974]","[9, 7, 7]",4.970025176,3.2057623,0.803303589,4.643224073,2.493720713,1.65200177,2.359327425,3.127496727
62.62099475,-104.3853271,-93.89279407,"[0.11262800784625751, 0.8873719921537426]","[10, 11]",2.155858371,1.519938796,2.503862092,0.120466951,4.853747116,1.074078444,0.275860823,4.107310023
74.24430711,-104.4469112,-90.77451572,"[0.007652912221121631, 0.9857879694129346, 0.006559118365943732]","[14, 15, 12]",4.862784113,5.113439242,3.100809645,1.290366361,4.63213811,4.396426926,1.547364658,5.676278338
184.7831283,-96.90974452,-94.57975325,"[0.5876000118595295, 0.24516229902745298, 0.1672376891130176]","[14, 10, 8]",0.655785212,6.174412309,5.405096406,4.322194662,5.898339505,4.53841492,1.196676605,2.77814895
140.9643589,-92.78392024,-87.60095879,"[0.39493618659946467, 0.6050638134005353]","[9, 15]",0.449266752,2.448289791,4.659629197,2.428095185,2.07529951,3.740730328,5.480222681,0.298974016
51.37955774,-85.73981455,-85.81923448,"[0.3502115970198074, 0.3975516612920826, 0.25223674168810994]","[12, 10, 13]",2.421982172,0.994255904,4.369039611,0.664287005,4.177110341,1.798127443,1.249831201,5.883276634
65.22073143,-87.91761558,-92.1996267,"[0.5687929940284101, 0.43120700597158995]","[12, 15]",0.116393348,2.750635723,0.135886401,3.038504735,3.148173522,2.021064914,0.830396939,2.364912647
149.5252654,-93.85243234,-86.41658323,"[0.9765477044557827, 0.023452295544217315]","[6, 6]",4.223952627,4.915937849,3.334804387,3.706038801,1.260509835,1.805349728,1.017220118,1.56636888
50.75923758,-98.15933334,-92.0778177,"[0.14006385699819093, 0.859936143001809]","[7, 15]",1.413005313,3.263792982,3.535477723,5.937279751,1.228806616,4.031767394,5.134991431,3.520100934
74.12120771,-80.0718875,-85.89229838,"[0.6404321391284233, 0.0562488745917621, 0.3033189862798146]","[7, 8, 8]",1.602235203,1.649651748,0.246634206,1.919162676,4.678482896,0.298562874,1.377872897,4.437389658
132.3100684,-94.34546744,-87.46038096,"[0.33710915003732467, 0.44079080875814625, 0.22210004120452906]","[7, 11, 9]",4.9175448,2.860849944,4.386130427,2.437575366,1.004764552,2.501647048,3.644045287,5.956794451
153.7842797,-93.71532439,-86.95093223,"[0.19418188084293644, 0.02328151538974484, 0.7825366037673186]","[15, 13, 6]",0.431974972,3.188051115,2.066663918,3.193816569,0.150642179,1.966796309,5.151383498,3.480518563
147.7941889,-100.9094045,-94.81993444,"[0.506065496042105, 0.49393450395789495]","[10, 11]",2.831093299,1.794006935,1.8726564,2.407097299,5.250045608,6.07717981,2.756153047,2.471508777
83.64039642,-85.12976128,-85.37189643,"[0.151313690849303, 0.0824887378980965, 0.7661975712526004]","[14, 7, 15]",5.319035396,2.682325238,3.468432469,1.451049274,4.671564209,3.342581185,5.083313999,4.905488418
156.8268832,-87.65794436,-87.73329008,"[0.8675787562144117, 0.13242124378558837]","[15, 14]",1.350914801,4.496470777,5.026890101,2.17465593,1.084535042,0.016538321,2.833111208,2.214400161
85.58736312,-99.48075968,-91.95248905,"[0.2063175991601414, 0.7252156312573717, 0.06846676958248703]","[7, 6, 8]",3.486601315,1.18149703,5.401437938,1.619523784,1.422699168,3.020415497,3.134373423,1.351420349
98.80995472,-102.9404739,-86.70605335,"[0.433727288904503, 0.22841660791220308, 0.3378561031832939]","[14, 7, 10]",1.708151324,1.066289465,4.514218436,4.838612086,2.904895622,4.486741089,4.624018442,0.868810764
161.9737108,-87.98751745,-92.18478802,"[0.27611005906283287, 0.03804272576008782, 0.6858472151770794]","[10, 7, 13]",6.07067557,5.158695867,1.284807479,1.169709417,0.789552264,0.869458151,4.700839223,2.950924727
147.4449349,-88.63721964,-86.2724616,"[0.4281299562183953, 0.5284506510886701, 0.04341939269293472]","[11, 9, 9]",4.919320491,4.688857788,3.798893718,4.312568578,0.115332418,1.95895673,4.007554945,0.058716074
177.3835116,-98.16851183,-93.8741961,"[0.17550144893637712, 0.2817640719360568, 0.5427344791275662]","[14, 6, 9]",0.207200248,5.352570055,4.297854961,1.667367208,4.322598009,4.9791521,1.927645332,0.226429521
148.6419338,-81.22841094,-87.96314023,"[0.8923779436628396, 0.10728169557438477, 0.0003403607627754619]","[10, 9, 10]",5.860824091,2.168828888,0.669044651,3.090427868,4.828425563,1.392651151,1.693255923,1.525023239
135.2462905,-101.2235527,-89.59301523,"[0.17889923872677288, 0.7643087425314273, 0.0567920187417997]","[6, 12, 12]",6.230865555,1.240324239,3.616100171,5.813609202,0.922978363,6.100056831,5.953175038,5.557929712
64.05121517,-94.19162997,-94.0346553,"[0.07138840842193922, 0.04898564780428972, 0.8796259437737711]","[7, 10, 9]",1.348098382,3.983885412,4.780822123,6.195396191,1.133636308,4.813082677,2.128750533,1.103493628
105.1573705,-81.409602,-92.58106172,"[0.46312132348277074, 0.5368786765172293]","[6, 10]",2.647589406,4.98781814,2.920737457,3.377357245,6.252770984,2.507677687,3.86667698,2.294897001
89.78035515,-94.50681708,-94.87595964,"[0.3252982811456345, 0.6747017188543655]","[11, 12]",2.467945002,4.370839761,5.892917668,3.407741789,4.827999144,0.56050134,1.326745078,3.154986148
86.59844651,-89.03685131,-90.31232035,"[0.3228347363133093, 0.5357955814385646, 0.14136968224812613]","[14, 11, 14]",0.125737368,1.588734687,3.250928182,0.094003981,1.662193339,3.229750892,3.601202934,5.816669436
195.9515832,-95.06014005,-91.98734739,"[0.3384583743107912, 0.6615416256892087]","[14, 13]",4.054826138,2.605861901,5.845568847,4.931565229,1.256693114,0.822106802,4.24624974,3.51784968
108.9646587,-98.14461994,-89.01642516,"[0.8149390720030557, 0.18506092799694426]","[12, 11]",4.961665648,4.642049036,3.928319923,6.197621968,3.352643152,0.710664427,5.204196293,1.582441346
183.8069833,-80.4005588,-92.02762192,"[0.764481707989054, 0.1351892672394635, 0.10032902477148228]","[9, 8, 6]",4.883933436,6.013681243,4.378095335,3.74496795,2.892691655,2.289654716,2.217994265,3.998447634
144.6707939,-94.76664984,-92.00080888,"[0.520377480575299, 0.47962251942470097]","[6, 7]",4.72038821,4.263248482,1.246647433,3.103812992,4.97402127,2.988936875,3.371703507,4.845190688
169.2216955,-82.64751991,-87.56806801,"[0.6863035923017234, 0.3136964076982766]","[8, 6]",4.154852456,2.571989992,5.626043991,1.021439017,6.255014323,0.746772775,0.093933439,5.592153683
125.395564,-99.25113485,-94.51857164,"[0.5497744121427007, 0.4502255878572993]","[9, 9]",1.539088285,4.584837978,5.095759888,5.397170671,6.230370332,1.847505986,4.462590531,0.725078694
136.5355827,-99.6723824,-85.97105005,"[0.746004472080571, 0.253995527919429]","[8, 11]",2.556058162,5.327963284,2.310063633,3.71396181,3.1653019,4.058633169,6.112875733,0.350196641
123.8776541,-104.2216479,-86.47736126,"[0.8237346279460384, 0.17626537205396164]","[14, 11]",3.606306574,5.422569745,3.024616782,0.493400861,3.521972623,2.086481792,0.973527949,5.334641179
79.28644817,-88.70832937,-88.32195317,"[0.17002735783906164, 0.2788989139319101, 0.5510737282290282]","[8, 13, 9]",3.277306396,5.863948642,5.064351059,4.354070193,0.031576169,2.688094057,1.240842903,5.722712053
158.3678173,-95.78684141,-89.0677843,"[0.8121917003535343, 0.02805687305709426, 0.1597514265893715]","[14, 9, 13]",1.096943527,1.797368314,3.247381185,1.654762421,1.318618657,3.764252077,0.558760671,0.365478807
92.11585437,-83.39104375,-86.07697502,"[0.3251170828568978, 0.6748829171431022]","[12, 15]",2.338886169,4.528068312,3.485953672,2.657011213,3.554721916,2.296199399,5.8819809,0.344977604
53.64739496,-93.16975233,-93.1466982,"[0.7009131598202909, 0.017354774256227962, 0.2817320659234811]","[11, 9, 11]",4.231043447,5.600094144,5.050956591,1.156363926,1.859360088,4.505345073,0.529487539,5.101077504
146.8208444,-80.7951643,-94.21030838,"[0.2941362384993165, 0.7058637615006834]","[13, 13]",4.517025552,4.584253778,0.629835105,4.509822509,4.271423256,5.220839986,0.261355101,0.145208613
76.56660191,-100.3618621,-92.6048983,"[0.06109760493197398, 0.938902395068026]","[12, 12]",2.343672729,0.934864359,3.508433145,5.76387314,2.45973969,5.308979796,0.001513459,1.058808732
191.0687877,-83.2844208,-87.05421721,"[0.8247778543230329, 0.17522214567696706]","[11, 8]",0.191156737,2.061809543,5.706323524,0.609168158,3.810184999,2.836832651,5.896569683,0.769810476
193.0892866,-85.58507868,-94.65329733,"[0.3639883180908721, 0.6360116819091278]","[14, 14]",1.332210275,0.185617663,2.726495585,1.745675592,5.465780182,3.800955229,3.858445902,3.342093475
187.2296585,-85.72695388,-89.17193165,"[0.7505467723440085, 0.24945322765599162]","[11, 9]",0.577112689,2.796134855,6.280076322,5.247900408,5.613768802,5.172483765,0.647430054,1.429099528
105.523805,-83.8804193,-85.04562484,"[0.7030056816521345, 0.2969943183478656]","[15, 11]",0.019613914,1.907010357,0.682400435,2.970648201,4.254517487,5.494678821,4.707470284,5.897307225
52.31849248,-85.97440023,-86.44303906,"[0.6923709344727629, 0.3076290655272371]","[14, 15]",0.338652946,0.076528163,4.15530992,1.818054813,1.59279386,2.079024888,1.695178627,3.213449714
189.2477844,-89.34449196,-89.78554311,"[0.13384214727368854, 0.8661578527263115]","[9, 8]",2.765534257,3.219683545,4.22678428,2.432412726,1.579012767,1.044268771,2.195810653,4.660907546
114.2276222,-101.7188781,-94.36359091,"[0.747537352646843, 0.12149301026538352, 0.13096963708777362]","[9, 13, 14]",4.754517173,4.190290127,1.470442393,3.695054859,3.585748897,3.042734261,3.455619887,3.090011677
194.9982229,-104.1868455,-86.68626486,"[0.00019594068308825355, 0.9998040593169117]","[10, 11]",3.552867131,4.495656501,0.68881426,4.710037512,0.853797862,0.418636061,6.132889543,6.012956621
194.5429966,-81.9788038,-89.01021492,"[0.3066090942209905, 0.3683980640437493, 0.3249928417352603]","[12, 11, 6]",0.379734011,2.785043511,1.17021146,3.049511927,5.216157456,5.972869936,3.985126953,2.223654888
177.9514183,-89.58374214,-93.85067003,"[0.3042531319522492, 0.27507952145907194, 0.4206673465886788]","[7, 11, 9]",3.79080633,1.960362022,5.716590532,5.468887401,3.507473531,2.040771773,1.843421699,0.209971453
94.16733381,-85.08656773,-94.06142715,"[0.21432287089563237, 0.7856771291043676]","[7, 9]",5.125953584,2.829841187,2.042870439,2.960073661,5.144282512,0.782974159,5.388811504,5.639214326
107.7646593,-92.96194121,-85.90373181,"[0.4467823532744341, 0.5532176467255658]","[9, 6]",5.948341262,2.497490714,1.364333396,2.347654501,2.091748392,1.106807675,3.815569019,2.994717922
177.6705007,-102.0672953,-88.30799737,"[0.3056060894320549, 0.694393910567945]","[8, 13]",5.439359755,0.201750444,4.045541502,4.793749184,4.771994853,5.567366931,4.580654101,5.829602547
97.53830077,-101.8703552,-86.70713201,"[0.4558410618899717, 0.5441589381100282]","[9, 14]",2.09014306,3.161758014,0.088465133,0.04371581,1.508760053,0.6333903,1.634956244,1.112395827
75.423912,-87.86086782,-86.210211,"[0.060602388536199696, 0.6771370538600306, 0.2622605576037697]","[9, 10, 6]",0.179196601,5.713326452,0.051667458,4.624940514,0.955973368,5.731707758,5.60960233,4.108582075
133.5201894,-94.24235263,-89.28227648,"[0.6660464916777288, 0.33395350832227133]","[12, 14]",4.223771733,0.033546818,6.188130554,5.515584917,5.624118286,4.142155589,2.166360164,5.614960062
190.4232161,-99.98688183,-89.82553648,"[0.10328293583741867, 0.17436820004653045, 0.7223488641160508]","[9, 7, 15]",1.83165488,3.535620901,0.62662818,5.792818069,0.884486872,1.413068305,3.506860342,4.800937912
154.4044695,-92.71013633,-90.6957259,"[0.16063307069795252, 0.8393669293020475]","[15, 15]",3.891499025,1.45854039,0.005925311,4.757317402,6.190240195,5.088834218,2.891563461,5.678537178
135.5091755,-103.3947766,-91.83053412,"[0.44021040990985727, 0.5597895900901427]","[13, 13]",2.575148878,3.298258125,2.997894744,2.81250374,4.870667252,3.309786658,1.989992368,1.622055606
64.57647407,-90.45071495,-90.65404039,"[0.09579380693837294, 0.08300255617209668, 0.8212036368895304]","[14, 15, 6]",0.237173387,3.664323272,1.444890186,0.930752882,4.108134822,4.280164,4.725928568,3.164066956
142.251084,-98.27516489,-87.26120344,"[0.3539035142290334, 0.641336612018617, 0.004759873752349753]","[14, 11, 10]",5.617510759,5.883215031,5.072861226,3.993551627,1.908335033,6.176025089,1.722448338,1.273330995
198.5080775,-85.06102248,-88.98076569,"[0.7815420728461785, 0.15266592911858645, 0.06579199803523506]","[7, 9, 12]",2.778136231,0.357139839,6.148062044,3.697237076,3.499433199,4.12048955,3.122891681,0.20146102
71.01260229,-97.24095103,-86.0747671,"[0.4766841490574243, 0.5233158509425756]","[12, 7]",3.847265293,4.499853181,2.618511574,4.758228412,1.426291229,1.390321826,1.014212845,2.337312009
127.7494479,-93.61949627,-90.56619986,"[0.2509400148120288, 0.42449834463052605, 0.32456164055744513]","[15, 9, 7]",5.321933576,5.201924905,2.405355439,3.701542186,4.529022489,1.515546862,1.0564616,6.107859262
181.6059608,-104.7094865,-88.92910421,"[0.15267546272983673, 0.563761296928802, 0.2835632403413613]","[11, 15, 14]",3.880227037,6.166416844,2.122183456,4.417278448,1.398659898,1.641169078,3.216375887,2.00821991
161.1152927,-103.1888278,-88.68692447,"[0.6305905042048919, 0.369409495795108]","[12, 8]",1.053197347,1.651728164,0.224613787,4.426024148,3.092060149,0.59214665,1.078785175,0.644243503
154.5523611,-95.18766109,-89.08302838,"[0.9683839852250524, 0.03161601477494751]","[11, 10]",3.849034132,0.591941172,4.739295672,0.128873907,1.566874287,5.596223772,4.514665421,0.458473557
155.3726126,-93.00152913,-87.97366227,"[0.8230683007733534, 0.17693169922664662]","[15, 12]",5.159287475,3.097831032,5.320494675,3.774559324,4.284083289,6.242354407,1.459807288,3.920365668
103.9236727,-89.9994863,-92.62566532,"[0.0988166358216881, 0.6900863116323184, 0.21109705254599345]","[8, 15, 8]",2.892284595,0.247883931,0.090921722,0.749135248,4.078363687,3.563590781,3.477300487,0.200161942
94.03877664,-97.70843553,-89.87636222,"[0.08904589803399396, 0.35334238819966635, 0.5576117137663396]","[8, 13, 13]",2.948717691,5.809576504,2.498143392,3.92650368,4.899745245,4.925547796,3.262732984,5.390671058
171.4041733,-87.62545285,-93.95775197,"[0.25126277612613557, 0.7487372238738644]","[8, 10]",2.459101086,5.58382415,1.509391802,1.760651611,0.333766725,4.998788106,2.620435333,1.439582142
171.5170092,-83.49694007,-91.15488672,"[0.07964277077973968, 0.9203572292202603]","[8, 14]",1.456381267,5.663662867,5.239652531,3.477937126,3.871138329,2.980275456,2.460913468,5.752110889
180.0608478,-85.50372528,-90.12332931,"[0.10243319511214867, 0.04135122923798467, 0.8562155756498667]","[12, 11, 7]",0.789247893,2.629178721,2.164946318,3.129973286,2.87538587,3.260279081,0.879136862,3.224163143
186.9860829,-104.0095294,-88.4777574,"[0.7579615680783001, 0.2420384319217]","[6, 15]",1.52316233,1.158188024,0.407365411,4.791887352,2.685696797,3.937318384,4.571603804,4.26827249
126.7013598,-92.98732632,-85.49468947,"[0.5949749979911466, 0.4050250020088533]","[6, 14]",2.956243205,2.437238338,2.36222578,4.021545197,3.108884621,5.335255264,5.495914656,1.071662461
125.2274442,-102.3767455,-88.99348933,"[0.410550613819095, 0.2993376319628763, 0.29011175421802876]","[14, 9, 14]",0.855981278,3.960925836,1.892657194,0.116683267,5.583506563,1.425659567,5.838842537,4.507773601
169.7442768,-98.9488746,-87.56406084,"[0.7980684768343937, 0.2019315231656064]","[14, 7]",4.791893202,1.26581991,1.471486974,3.275221892,1.081335266,1.919083924,2.019808318,1.002984451
147.4945896,-80.33343517,-89.93733941,"[0.3513428518234585, 0.5903807917814045, 0.05827635639513698]","[14, 8, 13]",1.289201764,4.954617348,1.050522537,0.178803066,3.954353729,6.132282796,2.081077774,0.745535771
155.2950316,-101.4376114,-88.65895969,"[0.7312016369929853, 0.26879836300701465]","[9, 6]",3.583849262,5.694791462,4.926405455,3.911382558,1.97955835,3.404733543,0.573308246,4.265939914
169.3689004,-92.52779616,-94.29067784,"[0.05668001166766152, 0.03013191483883485, 0.9131880734935035]","[13, 11, 13]",4.555912652,6.063472514,1.636124858,0.115965101,3.428159087,4.440895712,4.966276639,1.217297617
183.5008013,-89.54610664,-92.45608419,"[0.12415288092331836, 0.686665575110861, 0.18918154396582065]","[9, 11, 7]",1.644641781,3.22070377,2.077226152,5.406753129,2.976722837,5.023900789,3.648141548,4.857468619
100.6992735,-87.43837574,-91.38146907,"[0.20816594012084455, 0.7918340598791553]","[7, 7]",2.090246021,5.223944703,1.725188739,3.431240007,1.344646349,2.987821254,1.999153801,1.675747077
106.3374429,-91.00878291,-90.27506645,"[0.220198739879375, 0.7798012601206251]","[8, 12]",6.075746058,1.005775268,4.946914134,6.183690813,0.12504471,4.392118777,1.589091741,0.254392503
64.09729098,-104.7557288,-94.54351254,"[0.26285333279251005, 0.7371466672074899]","[13, 14]",2.531429883,5.876146804,0.073922268,3.693794742,3.150366987,5.487634549,0.527798338,4.282154337
136.7420211,-96.83846729,-93.59975902,"[0.1210596915563024, 0.8789403084436976]","[12, 13]",4.273255264,4.203953731,5.920862253,5.171611469,0.263722417,2.959900846,2.500412796,1.948712463
55.39134107,-92.05720892,-92.23185692,"[0.09855053270800797, 0.7566257586856893, 0.14482370860630278]","[6, 8, 9]",2.83583228,2.413963258,2.716434008,6.152883766,0.556897405,5.794547451,3.017416262,3.919088112
119.8397027,-102.8033375,-85.28467309,"[0.059666100209299786, 0.9403338997907003]","[8, 7]",5.216193418,2.264856009,2.704420609,2.573080498,2.354504455,5.815272235,5.208320113,0.684867135
131.3966952,-96.23432672,-91.68652993,"[0.40328294693798494, 0.5967170530620152]","[12, 11]",0.67935906,2.688383449,0.61988258,3.88987664,0.902840996,3.282168017,0.045364265,1.989233525
92.98118782,-104.1699223,-90.17958942,"[0.08185571524715927, 0.6340647367209933, 0.28407954803184743]","[13, 12, 12]",4.254914805,3.041306357,6.146648461,5.492156128,2.256108243,0.285800369,5.313226744,5.72545403
138.6249891,-103.0355376,-93.03902287,"[0.22851074521647635, 0.2564312857711353, 0.5150579690123883]","[6, 11, 12]",5.156153981,0.803933189,6.27008571,1.624732582,4.550313668,5.705351393,1.480865814,5.706756806
54.57503749,-95.07691809,-88.89219929,"[0.6258887208579582, 0.37411127914204184]","[12, 7]",1.944530111,6.134985213,1.767208828,5.990613965,0.336430964,4.456487483,3.343352858,3.00259023
55.60222831,-101.6821061,-92.19316784,"[0.207572723837656, 0.7924272761623439]","[12, 12]",1.404256192,4.433389099,1.198891393,3.47360745,1.591187544,6.004346213,0.179895096,1.254929795
